st1,50.000,50.000,3.151,
m1,51.539,50.000,5.337,
luk,39.867,31.902,13.832,
kor,40.223,32.693,13.082,
p0,41.528,32.032,1.959,
p1,41.723,31.885,3.442,
p2,41.741,31.863,4.932,
p3,41.749,31.848,6.423,
p4,41.176,32.220,7.906,
p5,41.175,32.218,9.395,
p6,41.158,32.241,10.882,
p7,41.121,32.273,12.370,
p8,41.173,32.231,13.865,
a1,37.571,36.697,11.344,
a2,44.923,26.135,13.568,
a3,46.649,34.255,3.086,
a4,32.715,31.710,2.013,
1,44.923,26.135,13.568,
2,44.915,26.100,12.986,
3,44.479,28.265,12.341,
4,43.920,29.465,12.018,
5,43.336,30.350,11.804,
6,42.730,31.034,11.664,
7,42.106,31.596,11.572,
8,41.462,32.065,11.520,
9,40.790,32.454,11.505,
10,40.082,32.778,11.523,
11,39.320,33.026,11.582,
12,39.407,34.541,11.160,
13,37.555,33.278,11.835,
14,36.468,33.229,12.061,
15,35.096,32.939,12.415,
16,35.102,32.946,11.869,
17,36.472,33.235,11.542,
18,37.556,33.280,11.334,
19,38.479,33.186,11.197,
20,39.319,33.024,11.101,
21,40.785,32.446,11.033,
22,41.458,32.056,11.047,
23,42.102,31.586,11.095,
24,43.334,30.344,11.308,
25,43.920,29.464,11.505,
26,44.480,28.266,11.803,
27,44.910,26.079,12.406,
28,44.913,26.090,11.825,
29,44.478,28.261,11.274,
30,42.731,31.039,10.695,
31,41.454,32.048,10.579,
32,40.786,32.447,10.563,
33,40.083,32.779,10.576,
34,39.319,33.025,10.626,
35,38.484,33.193,10.713,
36,37.547,33.269,10.845,
37,36.473,33.235,11.032,
38,35.098,32.941,11.335,
39,35.089,32.931,10.808,
40,36.474,33.237,10.527,
41,37.557,33.281,10.353,
42,38.484,33.192,10.236,
43,39.325,33.034,10.154,
44,40.084,32.781,10.111,
45,40.787,32.449,10.099,
46,41.455,32.050,10.113,
47,42.103,31.587,10.152,
48,42.731,31.038,10.219,
49,43.338,30.355,10.329,
50,43.921,29.468,10.496,
51,44.478,28.258,10.750,
52,45.665,29.625,10.350,
53,44.912,26.084,10.688,
54,43.922,29.473,9.999,
55,43.337,30.354,9.849,
56,42.732,31.040,9.750,
57,41.453,32.044,9.655,
58,40.784,32.444,9.641,
59,40.081,32.775,9.652,
60,39.321,33.028,9.692,
61,38.484,33.193,9.765,
62,37.556,33.280,9.871,
63,36.477,33.241,10.028,
64,35.101,32.945,10.280,
65,35.095,32.938,9.763,
66,36.475,33.238,9.535,
67,37.550,33.272,9.395,
68,38.479,33.186,9.300,
69,40.088,32.787,9.194,
70,40.787,32.448,9.186,
71,41.459,32.057,9.196,
72,42.101,31.583,9.230,
73,43.334,30.345,9.376,
74,43.922,29.470,9.509,
75,44.914,26.096,10.125,
76,44.909,26.072,9.575,
77,45.036,30.458,8.798,
78,43.341,30.365,8.901,
79,42.106,31.596,8.773,
80,42.108,33.420,8.472,
81,40.789,32.452,8.735,
82,40.085,32.783,8.744,
83,39.320,33.026,8.778,
84,38.481,33.188,8.837,
85,37.556,33.281,8.921,
86,36.480,33.244,9.045,
87,38.625,37.963,8.146,
88,32.694,31.687,9.140,
89,35.100,32.944,8.737,
90,36.485,33.251,8.559,
91,37.557,33.282,8.451,
92,38.483,33.191,8.377,
93,39.322,33.029,8.325,
94,40.083,32.779,8.297,
95,40.787,32.448,8.289,
96,41.459,32.057,8.297,
97,43.339,30.357,8.435,
98,43.921,29.468,8.541,
99,46.220,32.234,8.027,
100,44.915,26.100,8.473,
101,44.475,28.247,8.202,
102,43.921,29.468,8.063,
103,43.336,30.350,7.972,
104,42.733,31.042,7.912,
105,42.102,31.587,7.875,
106,41.452,32.044,7.855,
107,40.080,32.775,7.854,
108,39.320,33.025,7.878,
109,38.485,33.194,7.921,
110,37.558,33.283,7.984,
111,36.479,33.243,8.078,
112,35.097,32.941,8.231,
113,32.700,31.693,8.576,
114,38.965,38.323,6.978,
115,39.358,37.818,6.990,
116,36.479,33.243,7.599,
117,37.560,33.285,7.520,
118,38.487,33.197,7.467,
119,39.322,33.029,7.431,
120,40.083,32.779,7.411,
121,40.787,32.449,7.405,
122,41.451,32.039,7.413,
123,42.734,31.046,7.460,
124,43.340,30.362,7.509,
125,43.921,29.469,7.586,
126,44.477,28.255,7.702,
127,44.909,26.073,7.933,
128,44.917,26.107,7.388,
129,44.476,28.254,7.206,
130,43.341,30.365,7.050,
131,42.736,31.050,7.010,
132,42.106,31.595,6.985,
133,41.453,32.044,6.972,
134,40.785,32.445,6.967,
135,40.085,32.784,6.971,
136,39.325,33.033,6.987,
137,38.489,33.201,7.016,
138,36.480,33.245,7.123,
139,35.095,32.938,7.226,
140,32.716,31.710,7.456,
141,32.713,31.707,6.902,
142,35.095,32.938,6.727,
143,36.475,33.238,6.649,
144,37.558,33.282,6.601,
145,38.486,33.196,6.568,
